area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
,Aparcadero,"Se vende hermoso apartamento con excelente ubicación al norte de la ciudad. Consta de: Sala comedor, patio terraza, baño general, habitación principal con vestier y baño privado, 2 alcobas corrientes, alcoba de servicio con baño, patio de ropas, cocina, hall de circulación y parqueadero",,2 baños,,"$ 230.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja mesopotamia,"Boyacá, Tunja, Tunja"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,,"Magnífico lote esquinero en el norte de la ciudad.  Consta de 131.65 metros cuadrados de área, servicios y alcantarillado, cerca a Parques del Nogal. Ideal para construcción de vivienda.",,,,"$ 168.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja Villas del Norte,"Boyacá, Tunja"
,,"Casa en obra negra de dos planchas, cerca al hospital San Rafael.  Gran oportunidad de negocio e inversión.",,,80 m²,"$ 130.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja Santa Lucía,"Boyacá, Tunja"
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,Aparcadero,"Atos Inmobiliaria tiene disponible para la venta un apartamento en el séptimo piso, ubicado cerca del centro comercial Unicentro. Este apartamento cuenta con un área de 87 m² y ofrece una distribución que incluye sala comedor, cocina integral, zona de ropas, tres habitaciones, dos baños, dos balcones y parqueadero. Además, forma parte de un conjunto cerrado que brinda comodidad y seguridad. Si estás interesado en adquirir esta propiedad en una ubicación conveniente, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y programar una visita. Esta podría ser una excelente oportunidad para quienes buscan un espacio residencial cerca de servicios y comercios en la ciudad.",,2 baños,,"$ 340.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja UNICENTRO,"Boyacá, Tunja, Tunja"
42 m²,"Cocina integral,Gas natural,Tanque de agua,Agua","VENDO APARTAESTUDIO EN EL SECTOR DE LAS NIEVES, SOBRE LA AVENIDA MALDONADO, CERCA DE EL CENTRO HISTORICO DE TUNJA. COLEGIO SALECIANO, PLAZOLETA DE LAS NIEVES.

El apartaestudio esta en el piso 3°, el edificio cuenta con ascensor, puerta de seguridad, citofonia, consta de: una habitacion con closet, un baño, sala comedor, cocina integral, zona de ropas, calentador de paso.

servicios de: agua, luz, gas natural, estrato 4
Área construida: 42mts2.
Valor Venta: $ 150.000.000 negociable

CONTACTO: ",4,,,"$ 150.000.000
                        ",Apartamento,Compra,VENDO APARTAESTUDIO BARRIO LAS NIEVES SOBRE AVENIDA MALDONADO,"Carrera 10 #26-34, Tunja, Boyacá, Colombia"
,Aparcadero,"Hermosa oficina con excelente ubicación cerca a Unicentro. Cuenta con vista al occidente, baño privado, tres ambientes, garaje y depósito. Muy cerca a la sala de juntas.",,,,"$ 180.000.000
                        ",Oficina,Compra,OFICINA en VENTA en Tunja Sector Unicentro,"Boyacá, Tunja"
,,"Se vende lote con excelente ubicación, área de 144 m2, dimensión de 12 de frente x 12 de fondo, esquinero.",,,144 m²,"$ 138.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja colinas norte,"Boyacá, Tunja"
,,"Se vende local de 190 M2, consta de espacio libre y 2 baños, tiene  2 entradas. Actualmente se encuentra con contrato de arriendo, excelente oportunidad de inversión",,2 baños,2 baños,"$ 300.000.000
                        ",Local comercial,Compra,LOCAL en VENTA en Tunja NOGAL,"Boyacá, Tunja"
,,Atos vende Local en el norte de la ciudad. Consta con antejardín  de 19.27 metros cuadrados. Parqueaderos disponibles hasta agotar existencia.,,,26 m²,"$ 150.000.000
                        ",Local comercial,Compra,LOCAL en VENTA en Tunja La Colorada,"Boyacá, Tunja"
,"Aparcadero,Gas natural","Espectaculares 7 locales en zona norte de la ciudad. Cuentan con baño, parqueadero, agua, luz, punto de gas, depósito, sistema contra incendios, todo para uso comercial.Local 1: Área 59.26 metros cuadrados. Valor: $6.900.000 por metro cuadrado: $408.894.000Local 2: Área 74.44 metros cuadrados. Valor: $5.900.000 por metro cuadrado: $439.196.000Local 3: Área 71.96 metros cuadrados. Valor: $5.900.000 por metro cuadrado: $424.564.000Local 4: Área 59.44 metros cuadrados. Valor: $5.900.000 por metro cuadrado: $350.696.000Local 5: Área 66.2 metros cuadrados. Valor: $5.900.000 por metro cuadrado: $390.580.000Local 6: Área 50 metros cuadrados. Valor: $5.900.000 por metro cuadrado: $295.000.000Local 7: Área 69.31 metros cuadrados. Valor: $6.900.000 por metro cuadrado: $478.239.000Por un valor total de área de 391.35 metros cuadrados y de precio: $8.787.169.000",,8 baños,,"$ 2.787.169.000
                        ",Local comercial,Compra,LOCAL en VENTA en Tunja Zona Muiscas,"Boyacá, Tunja"
,,"¡Excelente oportunidad de inversión! Se vende un lote en el barrio Los Patriotras, con una superficie de 166 metros cuadrados. Este terreno está estratégicamente ubicado cerca de la UNAD, lo que lo convierte en una opción ideal para estudiantes, profesionales y familias que buscan una ubicación privilegiada.Este lote ofrece numerosas posibilidades de construcción, lo que lo hace perfecto para cualquier proyecto residencial. Además, su ubicación en un barrio residencial, tranquilo y seguro lo convierte en una inversión sólida y de alto valor.¡No pierdas esta oportunidad de adquirir este lote! Contáctanos hoy mismo para obtener más información y programar una visita.",,,166 m²,"$ 140.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja PATRIOTAS,"Boyacá, Tunja"
,,"Amplia bodega, incluye construcción de vivienda y lote.",,,467 m²,"$ 1.062.000.000
                        ",Lote industrial,Compra,BODEGA en VENTA en Tunja Norte,"Boyacá, Tunja"
,,"Se vende hermosa casa. Consta de: 1 Piso: Bodega con oficina, un baño. 2 Piso: Dos alcobas, un baño, sala comedor y un local. Cuenta con usos de suelos para 4 pisos",,2 baños,,"$ 330.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja la florida,"Boyacá, Tunja"
,,"Espectacular oficina ubicada estratégicamente en zona centro de la ciudad. Cuenta con  2 niveles. 1. Nivel ubicado en 2. piso, consta de: Sala de recepción, 1 baño y zona de cafetería. 2. Nivel tiene ambiente ideal para oficinas.",,,,"$ 125.000.000
                        ",Oficina,Compra,OFICINA en VENTA en Tunja Centro,"Boyacá, Tunja"
,Aparcadero,"Hermosa casa de dos plantas en el barrio bello horizonte. Cuenta con: 1. Piso: garaje, sala comedor, cocina común y patio de ropas. 2. Piso: 4 habitaciones, 1 baño y patio de ropas.",,,,"$ 210.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja Bello Horizonte,"Boyacá, Tunja"
,Gas natural,"Funcional casa a media cuadra de la plaza de bolívar, cuenta con 7 salones grandes antiguas instalaciones de colegios e institutos técnicos.",,5 baños,,"$ 2.300.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja CENTRO,"Boyacá, Tunja"
,"Aparcadero,Gas natural","Apartamento en conjunto cerrado, con portería, vigilancia y ascensor, que consta de: sala comedor, cocina semi integral, zona de ropas con calentador, dos habitaciones y baño. Cómodo parqueadero, cerca al centro. Con todos los servicios.",,,,"$ 130.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja San Francisco,"Boyacá, Tunja"
,,"¡Excelente oportunidad! Casa antigua comercial en el centro de la ciudad con magnífica ubicación. La casa cuenta con un área plana de lote, 200 metros cuadrados de lote y un área construida  de 146 metros cuadrados. El inmueble tiene un uso residencial para desarrollar proyecto multifamiliar, modalidad de tratamiento, conservación de tipo arquitectónico con dimensiones de 10 metros de frente y 20 de fondo.",,,,"$ 250.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja San Ignacio,"Boyacá, Tunja"
,,"Hermoso apartamento en el centro de la ciudad. Consta de 3 habitaciones, todas con closet incluido, 2 baños , sala comedor, cocina semi integral y área de ropas.",,2 baños,,"$ 220.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja Enseguida al Hospital San Rafael,"Boyacá, Tunja"
,Aparcadero,"Atos Inmobiliaria tiene disponible un hermoso apartamento en venta en el octavo piso, situado en el sur de la ciudad. El apartamento incluye una amplia sala comedor, una cocina semi integral, una zona de lavandería, dos habitaciones con closet incorporado, un baño y una plaza de garaje. Además, el conjunto residencial cuenta con seguridad las 24 horas y una zona de recreación infantil.",,,,"$ 148.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja Patriotas,"Boyacá, Tunja"
,,"Espectacular lote para construcción residencial o para proyecto comercial,  tiene 2 locales comerciales, cada uno cuenta con baño propio, uno de ellos tiene bodega. En el 2. piso consta de un apartamento, con 2 habitaciones, cada uno con closet propio, 1 baño, sala comedor, cocina y zona de ropas.",,2 baños,,"$ 600.000.000
                        ",Casa,Compra,CASALOTE en VENTA en Tunja Centro,"Boyacá, Tunja"
,,Espectacular casa multifamiliar en el centro de la ciudad. Consta de 8 apartaestudios con excelente recepción y lavandería independientes. Es una gran oportunidad de proyecto residencial estudiantil o para hospedaje. El edificio cuenta con registro nacional de Turismo activo.,,10 baños,,"$ 680.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja Centro,"Boyacá, Tunja"
,,"Espectacular lote con un área de 463 metros cuadrados. Cuenta con estudio de suelos, levantamiento topográfico y diseño arquitectónico.",,,463 m²,"$ 475.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja La Villita,"Boyacá, Tunja"
,Aparcadero,"Preciosa casa ubicada en excelente sector de la ciudad. Consta con: 3 habitaciones , 1 estudio, parqueaderos, cocina, 3 baños, comedor y área de lavandería, Recién remodelada.",,3 baños,,"$ 1.200.000.000
                        ",Casa,Compra,CASA CAMPESTRE en VENTA en Tunja Conjunto La Villita,"Boyacá, Tunja"
,,"Lote con excelente ubicación en el barrio Maldonado, consta de un área libre de 145 m2 y un uso de suelos mixto.",,,,"$ 217.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja Maldonado,"Boyacá, Tunja"
,,"Local comercial en el centro de la ciudad de Tunja, cuenta con dos divisiones y baño privado, esta ubicado en una muy buena posición en el marco histórico de la ciudad, espacios amplios y vías de acceso peatonales.",,,1 baño,"$ 1.200.000.000
                        ",Local comercial,Compra,LOCAL en VENTA en Tunja centro,"Boyacá, Tunja"
,,"Espectacular local para comidas, bar, entre otros, Consta de : zona de cocina, baños para dama y caballeros, bar y estrado.",,2 baños,2 baños,"$ 1.800.000.000
                        ",Local comercial,Compra,LOCAL en VENTA en Tunja Norte,"Boyacá, Tunja"
,,"Se vende apartamento el cual consta de cuatro habitaciones, dos baños, cocina semi-integral, sala-comedor y zona de ropas. ubicado en el centro de la ciudad de Tunja, vías de acceso principal, colegios y universidades.",,2 baños,,"$ 160.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja CENTRO,"Boyacá, Tunja"
,,"Magnífico apartamento en el norte de la ciudad. Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral, área de ropas, ubicado en el 4 piso con ascensor.IMPORTANETE: se entrega totalmente amoblado: 2 camas, 2 Tv Smart , sala, comedor, nevera, horno microondas, vajillas, lavadora. listo para utilizar.",,2 baños,,"$ 260.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja,"Boyacá, Tunja, Tunja"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
,,"VENDO Apartamento Dúplex, goza de excelente iluminación, vista hermosa, entrada de sol de la tarde y se encuentra distribuido así: Primer Nivel: Sala, Comedor, Estudio o Sala de T.V, 1 habitación con baño privado, 1 habitación auxiliar, 1 baño auxiliar, cocina integral, zona de ropas. Segundo Nivel: Habitación Principal con Baño Privado, Vestier y una hermosa terraza cubierta. El Apartamento cuenta con Garaje Propio. El Conjunto Residencial posee parques infantiles. Ubicado a tan solo 5 minutos del Centro Comercial Unicentro.",,,,,,,,
,,"VENDO hermoso apartamento ubicado cerca al centro de Tunja. consta: sala-comedor, cocina integral, zona de ropas, dos baños, tres alcobas, con closet, y parqueadero cubierto.",,,,,,,,
,Aparcadero,"Atos Inmobiliaria tiene disponible para la venta un apartamento en el séptimo piso, ubicado cerca del centro comercial Unicentro. Este apartamento cuenta con un área de 87 m² y ofrece una distribución que incluye sala comedor, cocina integral, zona de ropas, tres habitaciones, dos baños, dos balcones y parqueadero. Además, forma parte de un conjunto cerrado que brinda comodidad y seguridad. Si estás interesado en adquirir esta propiedad en una ubicación conveniente, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y programar una visita. Esta podría ser una excelente oportunidad para quienes buscan un espacio residencial cerca de servicios y comercios en la ciudad.",,2 baños,,"$ 340.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja UNICENTRO,"Boyacá, Tunja, Tunja"
42 m²,"Cocina integral,Gas natural,Tanque de agua,Agua","VENDO APARTAESTUDIO EN EL SECTOR DE LAS NIEVES, SOBRE LA AVENIDA MALDONADO, CERCA DE EL CENTRO HISTORICO DE TUNJA. COLEGIO SALECIANO, PLAZOLETA DE LAS NIEVES.

El apartaestudio esta en el piso 3°, el edificio cuenta con ascensor, puerta de seguridad, citofonia, consta de: una habitacion con closet, un baño, sala comedor, cocina integral, zona de ropas, calentador de paso.

servicios de: agua, luz, gas natural, estrato 4
Área construida: 42mts2.
Valor Venta: $ 150.000.000 negociable

CONTACTO: ",4,,,"$ 150.000.000
                        ",Apartamento,Compra,VENDO APARTAESTUDIO BARRIO LAS NIEVES SOBRE AVENIDA MALDONADO,"Carrera 10 #26-34, Tunja, Boyacá, Colombia"
,,"VENDO APRTAMENTO EN LA PRADERA/ SALA COMEDOR SUPER AMPLIOS, COCINA INTEGRAL, PATIO DE ROPAS, PATIO AMPLIO, CUARTO DE SERVICIO CON BAÑO, DOS ALCOBAS CON BAÑO PRIVADO, BAÑO AUXILIAR, BAÑO SOCIAL, ALCOBA AUXILIAR, ESTUDIO, TERRAZA AMPLIA Y GARAJE",,,,,,,,
,,"VENDO APARTAMENTO MUY BIEN UBICADO/ CERCA A LA UPTC- AL NORTE DE TUNJA, De tres alcobas con closet, estudio, dos baños, sala comedor, cocina integral, zona de ropas, parqueadero y deposito.",,,,,,,,
,,"Atos Inmobiliaria tiene disponible un hermoso apartamento en venta en el octavo piso, situado en el sur de la ciudad. El apartamento incluye una amplia sala comedor, una cocina semi integral, una zona de lavandería, dos habitaciones con closet incorporado, un baño y una plaza de garaje. Además, el conjunto residencial cuenta con seguridad las 24 horas y una zona de recreación infantil.",,,,,,,,
,,"Magnifico oficina en el centro de la ciudad. Consta de : 3 divisiones para tres módulos, baño compartido con el resto de las oficinas.",,,,"$ 1
                        ",Local comercial,Compra,LOCAL en ARRIENDO/VENTA en Tunja Centro,"Boyacá, Tunja"
,,Lote de 520 m2 en un excelente precio.,,,,"$ 370.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja Kennedy,"Boyacá, Tunja"
,,"Magnífico Lote en el norte de la ciudad. Cuenta con estudio de suelos, estudio topográfico y diseño arquitectónico.",,,321 m²,"$ 330.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja La Villita,"Boyacá, Tunja"
,,"Magnífico apartamento amplio en el centro de la ciudad. Consta de: 4 habitaciones, 2 baños, estudio, sala comedor y cocina semi integral.",,2 baños,,"$ 260.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja Centro,"Boyacá, Tunja"
,"Aparcadero,Cocina integral,Closet,Cuarto de oficina,Balcón,Vista panorámica,Gas natural","Piso 4
Área privada del apto               66.73 m2
Área construida con balcón     67.50 m2 

DEPENDENCIAS 

• 3 Habitaciones • 2 Baños • 1 Balcón • sala-comedor   
• Cocina integral • Zona de Lavandería   • 1 Parqueadero

Zonas Comunes, Club House
• Piscina • Sauna • Jacuzzi • gimnasio

Cerca del Centro Comercial Unicentro de Tunja ",5,2 baños,,"$ 300.000.000
                        ",Apartamento,Compra,"APARTAMENTO EN VENTA BUENA VISTA, TUNJA BOYAC","Boyacá, Tunja, Tunja"
,,"¡Excelente oportunidad! Casa antigua comercial en el centro de la ciudad con magnífica ubicación. La casa cuenta con un área plana de lote, 200 metros cuadrados de lote y un área construida  de 146 metros cuadrados. El inmueble tiene un uso residencial para desarrollar proyecto multifamiliar, modalidad de tratamiento, conservación de tipo arquitectónico con dimensiones de 10 metros de frente y 20 de fondo.",,,,"$ 250.000.000
                        ",Casa,Compra,CASA-LOCAL en VENTA en Tunja Consuelo,"Boyacá, Tunja"
,,"Hermosa casa apta para construir 6 pisos como apartamentos. Consta de 2 apartamentos que tienen: 1. Piso: Garaje, sala comedor, cocina común, baño, patio 2 habitaciones. 2. Piso: garaje, sala comedor, cocina común, zona de ropas , 3 habitaciones y 1 baño.",,2 baños,,"$ 278.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja Las Américas,"Boyacá, Tunja"
,,"Magnifico local en excelente ubicación central. Consta de 1 baño con área espaciosa, zona de esterilización, poceta para lavado de traperos. el local cuenta con la posibilidad de venta con adecuación a consultorio odontológico por un valor de $240000000 totalmente equipado.",,,1 baño,"$ 200.000.000
                        ",Local comercial,Compra,LOCAL en VENTA en Tunja Centro,"Boyacá, Tunja"
,Aparcadero,"Hermoso apartamento cerca a la facultad de medicina de la U.P.T.C. Consta de 3 habitaciones con closet incluido,2 baños con divisiones en vidrio templado, garaje, sala comedor, cocina tipo americano y zona de ropas independiente.",,2 baños,,"$ 220.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja Centro,"Boyacá, Tunja"
,,"Magnífico apartamento en un 2. piso. Consta de sala comedor, cocina semi integral, zona de ropas, calentador a gas, 2 baños, 2 habitaciones y estudio. El conjunto tiene ascensor, vigilancia 24/7 y parque infantil.",,2 baños,,"$ 140.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja San Francisco,"Boyacá, Tunja"
,,Lote de 6 metros de frente por 12.5 de fondo con punto para servicios públicos.,,,,"$ 120.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja PRADOS DE SAN LUIS,"Boyacá, Tunja"
,,"Gran bodega en sector norte, amplia con buena entrada de aire, excelente para almacenamiento o trabajo pesado, cuenta con baño privado.",,,1 baño,"$ 400.000.000
                        ",Lote industrial,Compra,BODEGA en VENTA en Tunja santa rita,"Boyacá, Tunja"
,Aparcadero,"Atos Inmobiliaria tiene disponible para la venta o arriendo un espectacular local comercial de dos niveles con una nueva área construida de 650 metros cuadrados sobre un lote de 420 metros cuadrados. El primer piso cuenta con un amplio local de aproximadamente 90 metros cuadrados con baño, cuatro oficinas, seis baños y dos salas de visitantes. Además, dispone de un mezanine con un área de 45 metros cuadrados y una espaciosa área de bodega de 340 metros cuadrados. ¡No pierda la oportunidad de adquirir este excelente espacio comercial para su negocio!",,6 baños,,"$ 1.300.000.000
                        ",Local comercial,Compra,LOCAL en ARRIENDO/VENTA en Tunja Sector Plaza Real,"Boyacá, Tunja"
,,"Hermoso apartamento cerca a Olímpica y uptc. Consta de 2 habitaciones con closet incluido, 1 baño, sala comedor ,cocina integral y zona de ropas.",,,,"$ 125.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja J.J Camacho,"Boyacá, Tunja"
,,Atos Vende local con 27.17 metros cuadrados de antejardín y 23.2 metros de área construida. Parqueaderos disponibles hasta agotar existencia.,,,23 m²,"$ 150.000.000
                        ",Local comercial,Compra,LOCAL en VENTA en Tunja La Colorada,"Boyacá, Tunja"
,,Hermosa Finca en la Vereda tras del Alto con una extensión de 19000 metros cuadrados.,,,19.000 m²,"$ 230.000.000
                        ",Finca,Compra,FINCA en VENTA en Tunja Vereda tras de Alto,"Boyacá, Tunja"
,Aparcadero,"Atos Inmobiliaria tiene en venta un magnífico consultorio en una zona exclusiva de la ciudad. Este cuenta con una amplia área de 15 metros cuadrados, que lo hace espacioso e iluminado, ideal para cualquier tipo de uso comercial debido a su excelente ubicación y amplitud. Además, el consultorio cuenta con dos parqueaderos exclusivos para mayor comodidad. ¡No pierda la oportunidad de adquirir este espectacular espacio para su negocio!",,,15 m²,"$ 130.000.000
                        ",Local comercial,Compra,CONSULTORIO en VENTA en Tunja Las Quintas,"Boyacá, Tunja"
,,"Espectacular Lote en el norte de la ciudad, de mas alta valorización para vivienda multifamiliar. ¡No se lo puede perder!",,,2.080 m²,"$ 2.600.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja Mesopotamia,"Boyacá, Tunja"
,,"Lote medianero en venta en excelente ubicación, consta de 485 m2, tiene 18 m de frente y 27 m de fondo.",,,,"$ 436.500.000
                        ",Lote,Compra,LOTE en VENTA en Tunja SANTA TERESA,"Boyacá, Tunja"
,,"Hermosa casa  en el barrio El Dorado. Consta con 3 pisos, en el 1. piso se encuentra: cocina, baño, 3 habitaciones, sala comedor, patio de ropas. 2. piso cuenta con: sala comedor, cocina semi integral, 2 baños y 3 habitaciones. Y en el 3. piso se encuentra en obra gris perfecta para adecuarla a sus gustos o necesidades.",,3 baños,,"$ 320.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja El Dorado,"Boyacá, Tunja"
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,Aparcadero,"Hermosa casa de 3 niveles esquinera, ubicada al norte de la ciudad. Consta de:1 Nivel: Sala - comedor, cocina integral, chimenea, garaje, área de ropas, baño social, cuarto y baño de servicio.2 Nivel: 3 habitaciones con closets, baño privado, baño auxiliar y sala de TV 3 Nivel: 2 habitaciones con closet, 1 baño, sala de TV y estudio",,5 baños,,"$ 460.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja Remansos de Santa Inés,"Boyacá, Tunja, Tunja"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
,,"VENDO O PERMUTO CASA CAMPESTRE EN OBRA BLANCA EN OICATA/ SOBRE AVENIDA, DE CUATRO ALCOBAS CADA UNA CON BAÑO PRIVADO, BAÑO SOCIAL, COCINA, PATIO DE ROPAS, ESTAR DE TV, ESTUDIO, SALA COMEDOR INDEPENDIENTES, ALTILLO - SALA DE JUEGOS, ZONA BBQ, JARDIN, ESPECTACULAR!",,,,,,,,
,,"VENDO APARTAMENTO ubicado en el quinto piso del conjunto cerrado El Refugio, situado en el norte de la ciudad. Este inmueble cuenta con una cómoda sala-comedor, una moderna cocina integral y una zona de lavandería independiente. Además, tiene dos baños completos, tres acogedoras habitaciones y un calentador para tu mayor confort. El apartamento también cuenta con un garaje descubierto para tu vehículo. ¡No pierdas la oportunidad de adquirir este magnífico hogar!",,,,,,,,
,,"Atos Inmobiliaria ofrece en venta un lote de 2500 m2 ubicado en Terrazas de Santa Inés, en el sector del Centro Comercial Unicentro. Este terreno es ideal para la construcción de edificios y representa una oportunidad única para inversores y constructores. ¡No pierda la oportunidad de adquirir esta propiedad!",,,,,,,,
