area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
,Aparcadero,"Hermoso apartamento al norte de la ciudad. Consta de 3 habitaciones, 2 baños, sala comedor amplia, cocina integral con barra, zona de ropas, comedor en granito, excelente iluminación, Ventanas en PVC para aislar del frio exterior y parqueadero privado.",,2 baños,,"$ 300.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja La María,"Boyacá, Tunja"
,,"Código 6565FR123 Lindo apartamento dúplex, ubicado en el sector norte de la ciudad en el conjunto residencial Parques del. El primer nivel consta de sala comedor, cocina integral, área de ropas, habitación principal con baño privado, dos habitaciones, baño social y balcón. El segundo nivel consta de: Estudio o sala de Tv, baño, bodega y terraza de cuarenta metros cuadrados de uso exclusivo, con bella vista panorámica. Apartamento muy bien diseñado con amplia iluminación natural, cálides y ventilación. Cuenta con parqueadero propio y cubierto, el cual tiene escritura independiente. El conjunto se encuentra en ubicación estratégica cerca al transporte público, a universidades, supermercados y comercio en general. Salón social y parqueadero de visitantes",,,,,,,,
,,"Local en venta cerca del hospital San Rafael, consta de un baño y un espacio para cocina, así mismo cuenta con un parqueadero.",,,,,,,,
,Aparcadero,"Atos Inmobiliaria tiene disponible para la venta un apartamento en el séptimo piso, ubicado cerca del centro comercial Unicentro. Este apartamento cuenta con un área de 87 m² y ofrece una distribución que incluye sala comedor, cocina integral, zona de ropas, tres habitaciones, dos baños, dos balcones y parqueadero. Además, forma parte de un conjunto cerrado que brinda comodidad y seguridad. Si estás interesado en adquirir esta propiedad en una ubicación conveniente, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y programar una visita. Esta podría ser una excelente oportunidad para quienes buscan un espacio residencial cerca de servicios y comercios en la ciudad.",,2 baños,,"$ 340.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja UNICENTRO,"Boyacá, Tunja, Tunja"
42 m²,"Cocina integral,Gas natural,Tanque de agua,Agua","VENDO APARTAESTUDIO EN EL SECTOR DE LAS NIEVES, SOBRE LA AVENIDA MALDONADO, CERCA DE EL CENTRO HISTORICO DE TUNJA. COLEGIO SALECIANO, PLAZOLETA DE LAS NIEVES.

El apartaestudio esta en el piso 3°, el edificio cuenta con ascensor, puerta de seguridad, citofonia, consta de: una habitacion con closet, un baño, sala comedor, cocina integral, zona de ropas, calentador de paso.

servicios de: agua, luz, gas natural, estrato 4
Área construida: 42mts2.
Valor Venta: $ 150.000.000 negociable

CONTACTO: ",4,,,"$ 150.000.000
                        ",Apartamento,Compra,VENDO APARTAESTUDIO BARRIO LAS NIEVES SOBRE AVENIDA MALDONADO,"Carrera 10 #26-34, Tunja, Boyacá, Colombia"
,,"EN VENTA LOTES UBICADOS CERCA AL CAMPUS DE LA JUAN DE CASTELLANOS, SALIDA HACIA VILLA DE LEYVA. ES UN PLAN DE LOTE, QUEDAN DISPONIBLES 3 LOTES DOS DE 500 m2 Y UNO DE 337 m2.",,,,,,,,
,,"VENDO CASA LOTE, EXCELENTE UBICACIÓN - SOBRE VIA PRINCIPAL. CONSTA DE TRES APARTAMENTOS CADA UNO CON SUS SERVICIOS DE AGUA, LUZ Y GAS INDEPENDIENTE; PRIMER PISO: SALA COMEDOR, COCINA, CUATRO ALCOBAS, DOS BAÑOS, GARAJE, PATIO, SOLAR; SEGUNDO PISO: DOS APARTAMENTOS DE DOS ALCOBAS, UN BAÑO, SALA COMEDOR, COCINA. AREA CONSTRUIDA: 349M2. AREA DE LOTE: 376M2, FRENTE: 12MTS, FONDO: 32.90MTS.",,,,,,,,
,,EN VENTA LOTE CON EXCELENTE UBICACIÓN-Sector Av Universitaria Área: 385 mts2 Valor: 345.000.000,,,,,,,,
,,"VENDO OFICINAS BODEGA, VITRINA. AUTOPISTA NORTE, EXCELENTEMENTE UBICADA Y EN EXCELENTES CONDICIONES. AREA DEL LOTE: 5419, AREA DE CONSTRUCCION 5847. FRENTE: 59.73 METROS FONDO: 97.84 METROS ESPECTACULARES INSTALACIONES, PARA VITRINA DE AUTOS, SOBRE AVENIDA.",,,,,,,,
,,"Apartamento en conjunto cerrado, con portería, vigilancia y ascensor, que consta de: sala comedor, cocina semi integral, zona de ropas con calentador, dos habitaciones y baño. Cómodo parqueadero, cerca al centro. Con todos los servicios.",,,,,,,,
,,"Vendo hermoso Apartaestudio ubicado en el mejor sitio estratégico de la ciudad, cerca a grandes centros comerciales. el Apartaestudio consta de: sala-comedor, baño, habitación, zona de ropas.",,,,,,,,
,,"VENTA de bodega a doble altura, primer piso construido y terminado, con acceso independiente a segunda planta donde se encuentran columnas, muros y vigas, bodega con piso en granito y techo en PVC, con baño, totalmente enchapado y con zona de almacenamiento.",,,,,,,,
,,"Vendo lote Maldonado, permite 5 pisos y altura y comercio, especial para apartaestudios. Área: 12.30 de frente X 13 de fondo 145.80m2",,,,,,,,
,,"Esta a 20 minutos de Villa de Leyva. A 10 minutos de Moniquirá. Tiene un clima de Transición, donde se pueden tener cultivos de frutas y de productos como la yuca, papa, caña, etc. tiene un Rio q la atraviesa por buena parte de la Finca, dos reservorios, casa en regular estado para cuidandero, nacimientos de agua, tiene bosque natural! Luz Monofásica 1189-1320",,,,,,,,
,,"VENDO CASA CENTRAL, sector San Laureano - El Bosque, de seis alcobas, tres con baño privado, sala comedor, cocina, solar con entrada independiente, servicios de agua y luz, Lote de 256.50m2 area construida 160m2.",,,,,,,,
,,"Se vende amplio lote y muy bien ubicado, en el barrio Jorge Eliecer Gaitan, permite cinco pisos, luz trifásica, agua, gas",,,,,,,,
,,"Se vende local comercial con un área de 120 M2 y un apartamento de 120 M2 en el segundo nivel, ubicado sobre vía principal en zona comercial. Se vende la propiedad junto con empresa comercial dedicada a la venta y fabricación de productos de limpieza y mantenimiento, líneas industrial automotriz y de hogar. El inmueble tiene en su primera planta bodega y local comercial y en el segundo piso un apartamento de 3 habitaciones, 2 baños, estudio, sala comedor con chimenea, cocina y un amplio patio.",,,,,,,,
,,"VENDO LOCAL EN LA GLORIETA DEL GOBERNADOR, SOBRE AVENIDA OLIMPICA. DE 61M2, CON BAÑO, DEPOSITO Y GARAJE. EXCELENTE UBICACION.",,,,,,,,
,,"Venta de Mobiliario-Negocio incluye mobiliaria, mas mercancía, mas maquina hidrogel, mas computador, mas sistema POS, mas cámaras, mas proveedores, mas acreditada. 4 años de acreditada en el centro comercial.",,,,,,,,
,,"Atos Inmobiliaria tiene en venta un lote en el Barrio Cabañas del Norte con una excelente ubicación cerca de la Avenida Norte. Con un área de 85.8 m², este lote tiene unas medidas de 6.5 metros de ancho por 13 metros de fondo, lo que lo convierte en una gran oportunidad para construir la casa de tus sueños en un lugar tranquilo y residencial. ¡No dejes pasar esta oportunidad de inversión! Contáctanos hoy mismo para más detalles.",,,,,,,,
,,"VENDO CASA LOTE EN EL DORADO/ CERCA A AVENIDA UNIVERSITARIA. DE 250M2 DE LOTE, DIFERENTES USOS",,,,,,,,
,,"SE VENDE LOTE CON LA MEJOR UBICACIÓN PARA SU VIVIENDA, Valor: 210.000.000 uso comercial y residencial",,,,,,,,
,,"VENDO LOTE SUPER BIEN UBICADO CERCA A CENTRO COMERCIAL UNICENTRO, AVENIDA UNIVERSITARIA, UNIVERSIDAD SANTO TOMAS. DE 91m2, de 15.3 x 6.",,,,,,,,
,,"VENDO BODEGA DE ALMACENAMIENTO DE 7.50 X 60 450M, SEVICIOS PUBLICOS, ACABADOS INTERNOS, BUENA UBICACION, BUENA MOVILIDAD VEHICULAR. EN EL CENTRO DE LA CIUDAD.",,,,,,,,
,,"VENDO ESPECTACULAR Y AMPLIO LOCAL, PARA OFICINAS, ENTIDAD, EN EL SECTOR DE SANITAS Y COLSUBSIDIO, PARA ESTRENAR DE 465M2",,,,,,,,
,,"VENDO COMODA CASA, De cuatro alcobas, tres baños, sala comedor, cocina, zona de ropas y garaje.",,,,,,,,
,,"Atos Inmobiliaria tiene en venta una casa ubicada en el centro, a dos cuadras de la Plaza de Bolívar. La propiedad consta de dos pisos. En el primer piso encontramos el área de parqueadero, una sala, un comedor, una cocina tradicional, un patio de ropas, dos habitaciones y un baño. En el segundo piso, se encuentran dos habitaciones, un baño, una cocina con zona de ropas y un hall. Es importante mencionar que solo el primer piso de la propiedad está protocolizado en escritura.",,,,,,,,
,,"VENDO BODEGA AMPLIA EN PLAZA REAL/ Local comercial, oficina, zonas de atención al publico, bodega, mezanine, zona de parqueo, sistema sismorresistente. De 650m2",,,,,,,,
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,,"Codigo 6535FR868 VENTA APARTA ESTUDIO UBICADO EN EL CENTRO DE TUNJA Bonito y amplio aparta estudio ubicado en el centro de Tunja, sector el Bosque de la República, cerca de todo el comercio, entidades.",,,,,,,,
,,"¡Atención! ¿Está buscando su hogar ideal en una zona tranquila y exclusiva de la ciudad? ¡No busque más! Atos Inmobiliaria tiene el placer de presentarle esta hermosa casa en Mirador del Country. La propiedad consta de un amplio primer nivel con sala, comedor, cocina integral, zona de ropas, estudio, baño social y una acogedora zona bbq para disfrutar en familia y con amigos. Además, cuenta con un generoso parqueadero para 3 vehículos.En el segundo nivel encontrará tres habitaciones con baño privado, un cómodo estudio y una amplia terraza que le brindará una vista espectacular de la ciudad. También hay una encantadora casa de muñecas para que los más pequeños disfruten de su propio espacio.Con una ubicación privilegiada en una zona tranquila y de alta valorización, esta propiedad es perfecta para aquellos que buscan comodidad, privacidad y seguridad. ¡No deje pasar esta gran oportunidad! Contáctenos para más información y agendar una visita",,,,,,,,
,Aparcadero,"Atos Inmobiliaria tiene disponible para la venta un apartamento en el séptimo piso, ubicado cerca del centro comercial Unicentro. Este apartamento cuenta con un área de 87 m² y ofrece una distribución que incluye sala comedor, cocina integral, zona de ropas, tres habitaciones, dos baños, dos balcones y parqueadero. Además, forma parte de un conjunto cerrado que brinda comodidad y seguridad. Si estás interesado en adquirir esta propiedad en una ubicación conveniente, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y programar una visita. Esta podría ser una excelente oportunidad para quienes buscan un espacio residencial cerca de servicios y comercios en la ciudad.",,2 baños,,"$ 340.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja UNICENTRO,"Boyacá, Tunja, Tunja"
,,"Atos Inmobiliaria vende exclusiva propiedad en el condominio Santa HelenaEsta casa de dos niveles cuenta con un amplio lote de 525 m2 y una construcción de 375 m2. Al ingresar, encontrarás un hall de entrada que te llevará a una amplia sala de estar con chimenea, el lugar perfecto para relajarte y disfrutar de una taza de café en las tardes frías.El primer nivel también cuenta con un elegante comedor, cocina integral con todos los electrodomésticos, zona de ropas, sala de TV, gimnasio, y una zona de BBQ, ideal para disfrutar de tardes de barbacoa en compañía de amigos y familiares.Además, este nivel cuenta con dos habitaciones cada una con baño privado, un baño social y amplios jardines que te permitirán disfrutar de la naturaleza y la tranquilidad del lugar.En el segundo nivel encontrarás dos habitaciones con baño privado, una amplia sala de estar y balcones con vista a los jardines. También cuenta con dos parqueaderos cubiertos para mayor comodidad y seguridad",,,,,,,,
,,"Venta de hermosa casa en uno de los sectores más cotizados al norte de la ciudad de Tunja, con fácil acceso de transporte público. La casa consta de cuatro alcobas con closet, la habitación principal con baño privado, zona de estudio y sala de estar, dos baños, cocina integral, sala-comedor, zona de lavandería y garaje. La casa es rentable, ya que cuenta con un hermoso Apartaestudio el cual consta de una habitación, sala-comedor, cocina integral, baño y parqueadero. * Código: 5974FR384",,,,,,,,
,,"¿Está buscando un lugar acogedor en Tunja? Tenemos el apartamento perfecto para usted. Este hermoso apartamento en Los Parques Tunja es lo que está buscando. Con una sala de estar amplia y luminosa, cocina integral, dos habitaciones cómodas y dos baños completos, este apartamento es ideal para una familia pequeña o una pareja. Además, cuenta con una zona de ropas para su comodidad. Disfrute de vistas impresionantes desde el exterior y una ubicación privilegiada, cerca de la Avenida Norte, CC La Sexta, y la Universidad Pedagógica y Tecnológica de Colombia. ¡Contáctenos para una visita y haga su sueño realidad!",,,,,,,,
,,"Vendo hermoso apartamento, consta de 3 habitaciones (dos de ellas con baño privado), más un baño auxiliar, sala comedor, cocina integral, zona de ropas, balcón y garaje.Cuenta con una excelente vista e iluminación. El apartamento se entrega encortinado. El Conjunto cuenta con amplias zonas verdes, Salón Social, Gimnasio, Parque Infantil y Bioparque. Cerca del Centro Comercial Green Hills",,,,,,,,
,,"Código 6526FR472 Excelente aparta estudio en el barrio Mesopotamia, sector residencial en la mejor zona de la ciudad. Consta de una habitación, baño, sala comedor, cocina integral, área de lavado y excelente iluminación. Muy cerca al centro comercial La Sexta, UPTC, estadio, coliseo, supermercados y zona comercial. Fácil acceso a transporte público.",,,,,,,,
,,"Codigo 6535FR868 VENTA APARTA ESTUDIO UBICADO EN EL CENTRO DE TUNJA Bonito y amplio aparta estudio ubicado en el centro de Tunja, sector el Bosque de la República, cerca de todo el comercio, entidades oficiales y bancarias, universidades y colegios, todo muy cerca. Para vivir o rentar con un buen retorno de la inversión. No se pierda esta oportunidad",,,,,,,,
,,"APARTAMENTO EN VENTA ZONA DE UNICENTRO EDIFICIO MURANO ZONA Esta ubicado al costado del centro comercial unicentro, rodeado de barrios residenciales y zona comercial muy completa, tiene acceso al nuevo pasaje comercial de Bulevar. Rodeado de centros empresariales y medicos Esta zona ya se encuentra consolidada y apetecida por su vecindario EDIFICIO MURANO Un edificio muy completo terminado en el año 2020 con buenas zonas sociales como: Hall de espera porteria 24/7 Sala de negocios Piscina - turco y sauna Ginasio Terrazaza cubierta BBQ Sus acabados son de lo ultimo, te sentiras acogido por un excelente vecindario, destacado por tener un vecindario por lo general familiar. APTO EN VENTA Este apartamento es muy completo y con los ultimos termiandos, su zona social esta separa a la privada se compone de: sala - comedor - cocina integral - zona d elavanderia - balcon con vista a unicentro y una zona de estudio muy comoda, cabe recalcar su chimenea y que se entrega con cortinas automa",,,,,,,,
